id,person,organization,location,date
68ddb0b8932e26283ec73ab99578e0a7a38e25ad.story,"Carmen Tarleton, Ms Tarleton, Herbert Rodgers, Charla Nash, Dr Maria Siemionow, Hannah, Lori Shanks, ","Brigham and Women's Hospital, the Cleveland Clinic, WCAX, The Department of Defence, ","Vermont, Thetford, Boston, Connecticut, ","1st December 2011, 2007, June 2007, "
68e9ecfed1fc60b0547dabf1bfe456fd79f50c08.story,"David Benioff, D.B. Weiss, George W. Bush, King Joffrey, Sansa Stark, Bush","HBO, Entertainment Weekly, 2011 Entertainment Weekly, Time Inc., EW.com",,
68e1a5853f339d59e611c5f49740f1f8708c1218.story,"Kenji Ishida, Mr Ishida",,"Kashiwa, Japan, Chiba Prefecture","11/28/2012, 2030"
69c29029debff11675dea44fc92700aadaa06dfc.story,"Chuck Lorre, Charlie Sheen","Bonzo Center, EW.com","the East Coast, Palm Springs",
69c35408c79661c5f504303022a0aad877d401a8.story,"Jeneba Tarmoh, Allyson Felix, Tarmoh, Stephanie Hightower, Bobby Kersee, Felix, Kim Holland, Jeneba, Kersee, Shelly-Ann Fraser-Pryce, Max Siegel","USA Track and Field, USATF, Nike, NBC","London, Hayward Field, Eugene, Oregon, Jamaica, ","7/2/2012, June 23, "
69cea03eaa8706d2c3ebd6688a4a2c3235269dba.story,"Li Haifeng, Ren Xiuqi, Jesus Christ, Cecilia Gimenez"," the Global Times, BBC, The Communist Party, the Daily Telegraph","China, Yunjie Temple, Chaoyang, Liaoning, Beijing, Phoenix Mountain, the Misericordia Church, Borja, north eastern Spain, ",Qing Dynasty (1644-1911)
69e9f23d4eaf7af599ec5c0a90e5bd9367b9a127.story,"Mr. Principal, Aden",The Parenting Group,,"7/4/2010, 2011"
69eaa8d37de85aaf3ac51061fc7deab7dd4e531d.story,"Michelle Knight, Ariel Castro, Castro, Knight, Amanda Berry,  Georgina ""Gina"" DeJesus, Anderson Cooper, DeJesus, Berry, Sensed Castro, Berry, Arlene, Cooper, Dr. Phil, Dana Ford","CNN, salsa bands,  Burger King, ","northern Ohio city, ","8/1/2002, May 6, 2013, April 2004"
69f2eaeddce765fa3cbdecb8ace5d643925a408b.story,"Roy Keane, Alex Ferguson, Keane, Ferguson, Roy Keane,  ","Manchester United, Aston Villa, Trafford, ShortList,  Red Devils, ","Old Trafford, ","1995, "
069f469ad0d105a36345ad93637b6c10771fb8f3.story,"Katy Winter, Andy Murray, Grigor Dimitrov, Kim Sears, Maria Sharapova, Angelique Kerber, Kim, Maria, Dimitrov, Murray, Andy, Sharapova, Serena Williams, Serena, Williams, Patrick Mouratoglou, Angelique Kerber, the Duchess of Cambridgem, Kate","Goat, Burberry, the All England Club, the Royal Box, ","Sugarpova, Highbury, Islington, North London","2012, 2013, 2004, "
70a79b0585dd4d3fd798a8baf08e6f40baab16fc.story,"Eric Barrett, Eric, David Robinson, Karen, Luke Waters, Luke, Presley, Tommie, Robbo, David, Robinson, ","Channel 10, Daily Mail Australia, Studio 10, the Donnica Clarke Foundation,  ","Sydney, Harbour Bridge, the Sydney Harbour Bridge, Terrigal, entral Coast region of New South Wales, Central Coast region of New South Wales, ",
70a84beea162cd7f424c2f9fb43f4073f440cbde.story,"Jessica Menkhausen, Derek Manion, Miss Menkhausen, Nancy Snyderman, Sherman Silber, Dr Silber, Mr Manion, ","St. Luke's Hospital, NBC","St Peters, Missouri, ",24-Sep
70b24efa45167342c69303819b3a8e145b714b63.story,"Emily Payne, Leanne Storey, Shea Storey, Shia, Leanne, Teighan, Ms Storey, Shea, Ruth Bender-Atik","The Belfast Trust, Miscarriage Association","Belfast, Northern Ireland, "," May 2013, June 10, 2013, January 17, "
70bbda8eb10bdd269dbdbd64f251faefacd9fd0c.story,"Limor Talmi, Jane Marchand, Yael Gorin-Rosen, ",the Israel Antiquities Authority,"Mount Carmel National Park, Dartmoor, Israel, Lebanon, Syria, Israel's Mediterranean shore","late Roman period, early Byzantine period"
70fb5ac68bcbcc335c2ce9c3ab04e72c3a00a4f8.story,"Laura Stevens, Laura, ","The Times Magazine, Le Monde, Forbes, The Washington Post, The National Portrait Gallery, The Centre for Fine Art Photography, LensCulture",Paris,
71c9a27c132e95b6873f593febf4fba912356c41.story,"Gollum, Dracula, J.R.R. Tolkien, Bilbo Baggins, Bilbo, Nicholas Hopkinson, Joseph, ","Imperial College London, the Medical Journal of Australia, ","British, London, ",
75ce697d58155a95e54893f70c581f3f6c77185f.story,"Paul Bentley, Mario Ledwith, Tony Nicklinson, Nicklinson, Jane, Tony, Sheila Marie King, Beth, Stelios Doris,  Doris, ","Twitter, the High Court, The Times, a Channel 4 Dispatches, Dignity in Dying, ",Athens,"6/17/2012, 18 June 2012, 2005, "
75ff2259f78a9e3c428f355073341886182f071d.story,"Liz Badcock, Liz, Phil, Harry, Paula Greenspan,Eamonn Holmes","This Morning,The Mirror, ","Melksham, Wiltshire","2011, June 2012, "
76e2b827557011a0bc85d7ce4d9a56037e3a4649.story,"The Big One, Dafydd Fon Ifan, Edmund, Llinos, Joan,  Dafydd",the Guinness World Reco,"the UK, Ty Mawr Farm, Denbigh, north Wales, Lancashire","2013, "
76e545faae492f3a5e732e312d508d9c0af0cbae.story,"Claire Coleman, Eva Herzigova, Sam Bunting, Bunting, Nick Lowe, Charlotte Elliston, Patrick Mallucci, Barbara Windsor, Miles Berry, Lorna Jackson","Rigby & Peller, the British Association of Aesthetic Plastic Surgeons, the University of Portsmouth, consulting room.com, ",London’s Ark salons,23-Oct-13
77fc262c408f5284bd6dcbca25376f7e9e4b20a8.story,"Al Roker, Rex Ryan, Jesse Jackson Jr., William Howard Taft, Hillary Clinton, Bryan Monroe","CNN, the New York Post, NBC","Oval Office, the United States, Washington, Iowa, New Hampshire, Florida","2/8, 2016, 1909"
78e02695b0ba309168bf21d09d67532eaf1c00e1.story,"Anna, Elsa, Olaf, Khizar Hussain, Gavin Terry, ","Disney, Walsall Council, EU,The European Commission, the Trading Standards Institute, ","Walsall, West Midlands, China, the UK, Nottingham, ","1999,"
79a4fbcabce694f7f14332c4375d5b58a53380aa.story,"Dave Morgan, Jonathan, George","the National Weather Service, Twitter, NBC4, Comedian Eli Braden,  ","Santa Barbara, San Diego, San Dimas, Glendale, CA, Chelyabinsk, Russia","11/7/2013, 1908"
1639b210d268f3bc58b5264b0bb8a1cee58537c8.story,"Michael Jackson, Woody Allen, Rod Stewart, Alana Hamilton, Steve Rubell, Mark Fleischman, Ian Schrager, Fleischman, Steve, Ian, John Belushi, Keith Richards, Andy Warhol, Olivia Newton-John, Allan Carr, Steven Tyler, Cherie Currie, Bianca Jagger, Mick Jagger, Ali MacGraw, Robert Evans, Rick James, Jackson, Halston, Robin Williams, Dodi Fayed, Christoper Reeve, Curtis Mayfield, Dolly Parton, Mick Jagger, Jerri Hall, Haoui Montaug, Madonna, Wham!, Duran Duran, Cyndi Lauper, Lime, Bianca Jagger, Diane von Furstenberg, Rubell, Schrager, Rick, ","Studio 54, New York Post, Aerosmith, The Runaways, the Dawn Patrol, Impressions, Bar Method, ","Baja, California, LA, New York City, Los Angeles, the Meatpacking District","1981, 2015, 1977, June 1978, September 25, 1978, May 1977, April 1986,  "
